COMPLAINT ID,COMPLAINT TYPE,STREET NUMBER FROM,STREET NUMBER TO,DIRECTION,STREET NAME,STREET TYPE,INSPECTOR,COMPLAINT DATE,COMPLAINT DETAIL,INSPECTION LOG,DATA SOURCE,Modified Date
DOECOMP36794,Noise Complaint,301,319,W,WASHINGTON,ST,81,02/06/2001,RELIABLE CONSTRUCTION               LATE NIGHT CONST NOISE LAYING FIBER OPTIC CABLE. 2 LINES OF TRAFFICC WAS CONED/BLOCKED OFF ON WEST WASHINGTON. NO PARKING POLICE ORDER SIGNS POSTED.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012
DOECOMP19384,Noise Complaint,401,,S,LA SALLE,ST,25,10/04/1994,CTA LINES                           HEAVY NOISE POLLUTION FROM EQUIPMENT.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012
DOECOMP25818,Noise Complaint,536,,S,CLARK,ST,77,05/29/2007,ABEL RESTORATION                    COMPLAINANT STATED THERE IS CONSTRUCTION BEING DONE MAKING VERY LOUD NOSIES AFTER ORDINANCE HOURS FROM 8 PM UNTIL 12 AM. THIS IS EXEMPT (FEDERAL BLDG.),MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012
DOECOMP14134,Noise Complaint,3012,,N,BROADWAY,,11,09/14/1998,DOMINICK'S                          SAT EVENING AFTER 10:00 PM REFRIG TRUCK RUNNING CAUSING VERY LOUD NOISE & AGAIN AT 12:00 AM ON MON MORNING.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012
DOECOMP39662,Noise Complaint,628,,S,CLARK,ST,132,06/14/2007,CONSTRUCTION SITE                   CALLER STATES THAT HEAVY EQUIPMENT VERY LOUD BEFORE ORDINANCE HOURS AT 7 AM.  WORKER AT SITE SAY THEY WERE AWAITING FOR ORDINANCE HOURS. NO ACTIVITY AT THE TIME OF INSPECTION.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012
DOECOMP36888,Noise Complaint,24,,N,STATE,ST,22,06/20/2011,W E O'NEIL CONST                    CONSTRUCTION NOISE BEFORE ORDINANCE HOURS AT 9 AM CREATING NOISE DOING INTERIOR WORK. I SPOKE WITH BOTH MANAGERS GAVE THEM A VERBAL WARNING ABOUT STARTING BEFORE ORDINANCE HOURS. BOTH AGREED TO COMPLY.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012
DOECOMP38972,Noise Complaint,5065,,N,CLARK,ST,46,05/27/1998,DESI BODY SHOP                      VERY LOUD NOISE FROM AIR GUN OR SOME SORT OF DRILL DORR STAY OPEN IN BACK OF BUSINESS. THERE WERE NO LOUD NOISE GENERAL AT TIME OF INSPECTION.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012
2123,NOISE COMPLAINT,1045,,N,RUSH,ST,40438,,LOUD MUSIC THURSDAY - SATURDAY,[INSPECTION LOG #: 2173 27-OCT-11 00:10:00] THISINVESTIGATION ON A THURSDAY AS REQUESTED DETECTED NO LOUD MUSIC OR OTHER ACTIVITY EMANATING FROM THIS FACILITY.,HISTORIC DEPT. OF ENVIRONMENT,
2327,NOISE COMPLAINT,2717,,S,TROY,ST,40438,,LATE CONSTRUCTION NOISE AT NIGHT,[INSPECTION LOG #: 2291 14-NOV-11 00:15:00] FACILITY IS A THREE STORY BRICK BUILDING THAT APPEARS TO BE UNDER RENOVATION. THE FRONT ENTRANCE WAS LOCKED (SEE PHOTO). THIS INVESTGATION DETECTED NO VISIBLE OR AUDIBLE CONSTRUCTION NOISE AS REPORTED.,HISTORIC DEPT. OF ENVIRONMENT,
DOECOMP19105,Noise Complaint,400,,E,RANDOLPH,ST,24,06/05/1994,NOISE FROM GRANT PARK BAND SHELL.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012
1188,NOISE COMPLAINT,235,,W,VAN BUREN,ST,10937,,CALLER STATES THAT CHILLERS ON TOP OF ROOF CREATING LOUD NOISE 24/7 DAYS A WEEK.,[INSPECTION LOG #: 1601 26-SEP-11 12:37:00] NO PHOTO TAKEN DURING THE INSPECTION.,HISTORIC DEPT. OF ENVIRONMENT,
DOECOMP34897,Noise Complaint,111,,W,MAPLE,ST,22,11/08/2007,NORTH AMERICAN REAL STATE           CALLER STATES GYM IS ON 8TH FLOOR NOISE IS COMING FROM COOLING UNIT MAKING VERY LOUD NOISE. MET WITH BUILDING MANAGER BRYAN MC CARLEYAND MICHAEL GOLDNER PROPERTY MANAGER AT 312-482-9793. THE ABOVE MANAGER WILL HAVE HIS MAINTENANCE CREW CHECK THE CHILLER UNIT AND FANS WITH NOISE METER AND DUE MAINTENANCE IF NEEDED IN 2008. AT THIS TIME OF INSPECTION NO VIOLATION OF CHILLER NOT IN OPERAATION.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012
DOECOMP31875,Noise Complaint,800,,N,STATE,ST,11,06/16/1995,RESIDENTIAL AREA                    CONSTRUCTION NOISE.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012
2329,NOISE COMPLAINT,1934,,N,BISSELL,ST,10937,,LOT WITH ALL THEIR CONSTRUCTION VEHCILES AND MACHINERY COMPLETELY OUT OF CONTROL START AT 7:30 AM VERY LOUD NOISE.,"[INSPECTION LOG #: 2288 15-NOV-11 13:34:00] OBSERVED RENOVATION ACTIVITIES OF THERESIDENTIAL HOME LOCATED AT 1932-34 N. BISSELL. INTERVIEWED THE HOMEOWNER REGARDING THE COMPLAINT. ACCORDING TO THE HOMEOWNER, NO WORK STARTS ON THE SITE BEFORE 8AM AND THAT WORKERS GENERALLY ARRIVE AT 9AM. PERMITS WERE POSTED FOR BUILDING AND MATERIAL STAGING. A WASTE DUMPSTER WAS OBSERVED FOR PROPER DISPOSAL OF CONSTRUCTION DEBRIS. THE HOMEOWNER FURTHER STATED THAT ALL UNUSED BUILDING MATERIAL WILL BE REMOVED THIS WEEK.AT THE CLOSE OF THE INSPECTION I INFORMED THE HOMEOWNER OF THENOISE ORDINANCE AND RESTRICTIONS.",HISTORIC DEPT. OF ENVIRONMENT,
DOECOMP35892,Noise Complaint,2015,,S,MORGAN,ST,137,12/22/2009,MCSHANE CONSTRUCTION                CONTRACTOR'S ARE WORKING BEFORE ORDINANCE HOURS AT 6:15 AM CREATING LOUD NOISE. GENERAL CONSTRUCTION ACTIVITY OBSERVED. MINIMAL NOISE DETECTED FROM STAGGING ACTIVITES. INFORMED GENERAL CONTRACTOR OF ORDINANCE HOURS AND OTHER RESTRICTIONS.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012
2346,NOISE COMPLAINT,3159,,N,SOUTHPORT,AVE,40438,,CALLER STATES THAT A VERY LOUD NOISE COMING FROM BASS OR DRUMS EVERY NIGHT AFTER 9 PM.,"[INSPECTION LOG #: 2328 17-NOV-11 23:10:00] ARRIVAL TO LOCATION DETERMINED THE CORRECT ADDRESS TO BE SCHUBA'S, 3159 N SOUTHPORT. AT THIS TIME I WAS ABLE TO HEAR LIVE BAND MUSIC WHILE ASSESSING THE IMMEDIATE PERIMETER. DUE TO CONTINUOUS VEHICLE AND PEDESTRIAN TRAFFIC AT THE INTERSECTION OF SOUTHPORT AND BELMONT STREETS, I WAS UNABLE TO CONDUCT SOUND PRESSURE LEVEL TESTING.


DURING THIS INVESTIGATION THE NOISE IN QUESTION WAS NOT AUDIBLE AT 100' FEET.",HISTORIC DEPT. OF ENVIRONMENT,
DOECOMP36555,Noise Complaint,30,,E,75TH,ST,81,11/13/2009,RESIDENTIAL BLDG.                   WORKING ON 1ST FLOOR OF A 2 STORY BLDG LOUD CONSTRUCTION NOISE. OBSERVED NO NOSIE OR ACTIVITY AT THE TIME OF INSPECTION.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012
2329,NOISE COMPLAINT,1934,,N,BISSELL,ST,10937,,LOT WITH ALL THEIR CONSTRUCTION VEHCILES AND MACHINERY COMPLETELY OUT OF CONTROL START AT 7:30 AM VERY LOUD NOISE.,"[INSPECTION LOG #: 2288 15-NOV-11 13:34:00] OBSERVED RENOVATION ACTIVITIES OF THERESIDENTIAL HOME LOCATED AT 1932-34 N. BISSELL. INTERVIEWED THE HOMEOWNER REGARDING THE COMPLAINT. ACCORDING TO THE HOMEOWNER, NO WORK STARTS ON THE SITE BEFORE 8AM AND THAT WORKERS GENERALLY ARRIVE AT 9AM. PERMITS WERE POSTED FOR BUILDING AND MATERIAL STAGING. A WASTE DUMPSTER WAS OBSERVED FOR PROPER DISPOSAL OF CONSTRUCTION DEBRIS. THE HOMEOWNER FURTHER STATED THAT ALL UNUSED BUILDING MATERIAL WILL BE REMOVED THIS WEEK.AT THE CLOSE OF THE INSPECTION I INFORMED THE HOMEOWNER OF THENOISE ORDINANCE AND RESTRICTIONS.",HISTORIC DEPT. OF ENVIRONMENT,
DOECOMP35877,Noise Complaint,2202,,N,ORCHARD,ST,81,01/08/2007,CONSTRUCTION SITE.                  CONSTRUCTION NOISE. OBSERVED NO ACTIVITY AT THE TIME OF INSPECTION.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012
DOECOMP26016,Noise Complaint,540,,W,MADISON,ST,86,11/14/2002,TURNER CONSTRUCTION                 WORKERS BEGIN WORK BEFORE ORDINANCE HOURS AT 7 AM. OBSERVED A CEMENT MIXER & A AIR COMPRESSOR IN USE BEFORE 8 AM I THEN PROCEEDED TO SPEAK WITH AN AGENT FOR THE CONTRACTOR & INFORMED HIM OF THE VOLATION OCCURRING ON SITE.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012
DOECOMP9832,Noise Complaint,2140,,N,LINCOLN PARK WEST,,16,09/23/1996,TOULOUSE RESTAURANT                 NOISE FROM A/C SYSTEM AT RESTAURANT. MANAGER POINT OUT TWO A/C UNIT WHICH HAD STOPPED RUNNING DURING VISIT HOWEVER I DID HEAR NOISE.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012
DOECOMP30043,Noise Complaint,700,,N,DEARBORN,ST,48,11/24/1998,BLDG. 53 STORY HIGH RISE DOING CONSTRUCTION BEFORE ORDINANCE HOURS START AT 7:00 AM.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012
2429,NOISE COMPLAINT,1400,,W,BELMONT,AVE,10937,,7 PM TO MIDNIGHT THREE MONTHS ON GOING NOISE TOO LOUD.,[INSPECTION LOG #: 2889 28-FEB-12 13:00:00] NO EXCESSIVE NOISE WAS DETECTED FROM THE SITE. LEFT MESSAGE WITH COMPLAINANT REGARDING INSPECTION AND TO CONTACT 311 IF THE NOISE PROBLEM IS STILL PRESENT. INSPECTION CLOSED PENDING FUTURE COMPLAINT.,HISTORIC DEPT. OF ENVIRONMENT,
DOECOMP28330,Noise Complaint,606,,S,STATE,ST,130,10/16/2008,JONES COLLEGE PREP                  CALLER STATES THAT WORKERS ARE USING COMPRESSOR POWER CLEANER BEFORE ORDINANCE HOURS AT 6 AM CREATING LOUD NOISE. NO PERSONNEL OR WORK OBSERVED ON SITE DURING THE INSPECTION.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012
2483,NOISE COMPLAINT,1310,,E,72ND,ST,40438,,,[INSPECTION LOG #: 2441 12-DEC-11 00:15:00] INVESTIGATIGATION FOUND THIS ADDRESS TO BE BOARDED UP RESIDENTIAL PROPERTY. THIS ASSESSMENT DETECTED NO VISIBLE OR AUDIBLE ACTIVITY.,HISTORIC DEPT. OF ENVIRONMENT,
DOECOMP35066,Noise Complaint,1440,,W,HUBBARD,ST,81,05/12/2004,R & B GROUP                         LOUD NOISE FROM COOLING EQUIPMENT. I DETECTED LOUD NOISE EMANATING FROM A LARGE GROUND LEVEL 14 FAN TRANCE AIR COOKED CONDENSER UNIT LOCATED AT NORTHWEST CORNER FACILITY.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012
DOECOMP22129,Noise Complaint,4528,,W,DIVISION,ST,11,03/23/1995,ALLIED METALS                       CONTINIOUS WHINE FROM PLANT EQUIPMENT WAS AUDIBLE AT BOTH LOCATIONS RE-INSPECTION FOR STATE'S ATTORNEY'S OFFICE.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012
DOECOMP22609,Noise Complaint,459,,W,47TH,ST,35,05/29/2008,WHEELER TRAILER                     PER CALL PLEASE CONTACT BEFORE GOING OUT TRUCKING COMPANY NO MUFFLERS AIR HAMMER INSIDE TRAILER NOISE IS EXCRUCIATING. RESPONDENT CAUSED A PUBLIC NUISANCE BY NOT MAINTAINING WASTE FLUIDS. ALSO ALLOWED WASTE OIL AND FUEL TO LEAK ONTO THE GROUND CAUSING IMPROPER DISPOSAL OF LIQUID WASTE.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012
2321,NOISE COMPLAINT,2773,,N,SHEFFIELD,AVE,60565,,"SR# 11-04106066. 





THIS COMPLAINTCAME IN AS 2770 N SHEFFIELD. HANSEN8DID NOT LOCATE THAT ADDRESS.THEADDRESS CLOSER TO THAT ONE IS 2773. INVESTIGATE AND FIND THE CORRECT ADDRESS.",[INSPECTION LOG #: 2280  ] THIS WAS A COMPLAINT ABOUT A LOUD GENERATOR RUNNING. WHEN I ARRIVED I SAW IT WAS A LOCATION THAT I HAD BEEN TO BEFORE ABOUT THE SAME ISSUE. THIS IS A LARGE CHA COMPLEX AND THEY HAVE A FEDERALLY MANDATED GENERATOR ON SITE. THEY WERE TESTING IT AS THE COLD WEATHER APPROACHED. THE ADDRESS 2770 DOES NOT EXIST AND THE ADDRESS OF THE CHA COMPLEX IS 2720 N. SHEFFIELD.,HISTORIC DEPT. OF ENVIRONMENT,
1568,NOISE COMPLAINT,660,,N,STATE,ST,40438,,CALLER STATES THAT BAR ON TOP IS CREATING LOUD NOISE AFTER 8 PM ON THUR - SUN.,"[INSPECTION LOG #: 1660 23-SEP-11 17:45:00] AS SCHEDULED, MET WITH COMPLAINANT INSIDE HIS HOME ON A FRIDAY NIGHT FOR NOISE TESTING.


MY ASSESSMENT FROM THE LIVING ROOM / KITCHEN AREAS DETECTED LOW FREQUENCY BASS THAT WAS EMANATING FROM RESPONDENT FACILITY WHICH IS LOCATED ON UPPER FLOORS OF A HIGH RISE DIRECTLY ACROSS THE STREET.


CONCLUSION: T HIS EXTENDED SOUND PRESSURE LEVEL TESTING SESSION WITH THE WINDOWS OPEN AND CLOSED DID NOT FIND THE NOISE IN QUESTION EXCEEDED THE AMBIENT BY 10 DECIBELS AS REQUIRED BY CITY ORDINANCE.


COMPLAINANT STATED TONIGHT WAS NOT AS LOUD AS IT HAS BEEN IN THE PAST. HE SAID THAT NOISE VARIES BY THE TYPE OF EVENTS HELD AT THE FACILITY. HE WAS INSTRUCTED TO CONTACT DOE OR CPD AS NECESSARY.


",HISTORIC DEPT. OF ENVIRONMENT,
DOECOMP40012,Noise Complaint,900,,W,RANDOLPH,ST,81,01/21/2004,T & S PRODUCE                       LOUD NOISE FROM LOADING TRUCKS. BURGLAR GATES WERE DRAWN LOCKED & THE FACILITY APPEARED TO BE CLOSED.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012
DOECOMP34587,Noise Complaint,950,,W,LAKE,ST,81,11/05/2004,RESIDENTIAL BLDG.                   LOUD MUSIC. ARRIVAL TO SITE WHICH IS A BRICK STRUCTURE. I WAS UNABLE TO DETECT ANY AUDIBLE MUSIC.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012
1582,NOISE COMPLAINT,8815,,S,DOBSON,AVE,40438,,LOADING AND UNLAODING CREATING LOUD NOISE AFTER ORDINANCE HOURS.,"[INSPECTION LOG #: 1584 22-SEP-11 00:15:00] RE: MARIGOLD:


ARRIVAL TO LOCATION, I PROCEEDED TO SET UP SURVEILLANCE / MONITORING AT THE CLOSEST RESIDENCE WHICH IS LOCATED AT 8901 S GREENWOOD AV.


THIS EXTENDED MONITORING AFTER 10:00 PM DETECTED NO LOUD BANGING, OR LOADING / UNLOADING ACTIVITY EMANATING FROM THE FACILITY.


THE LOUDEST ACTIVITY DURING THIS ASSESSMENT WAS TANKER TRUCKS ARRIVING TO, AND LEAVING THIS FACILITY.",HISTORIC DEPT. OF ENVIRONMENT,
DOECOMP24153,Noise Complaint,500,,N,LA SALLE,ST,81,05/18/2009,LASALLE POWER CO.                   CALLER STATES THAT LIVE BAND PERFORMANCE ON THURS NIGHT CREATING LOUD NOISE FROM 10 PM UNTIL CLOSING. FOUND NO LOUD MUSIC OR NOISE AT THE TIME OF INSPECTION.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012
DOECOMP34232,Noise Complaint,9518,,S,HALSTED,ST,81,05/20/2010,SUBWAY                              LOUD SCREECHING NOISE POSSIBLY FROM THIS FACILITY'S EXHAUST EQUIPMENT. SPOKE WITH EMPLOYEES HE WAS NOT AWARE OF ANY EQUIPMENT PROBLEMS WILL LET THE MANAGER KNOW ABOUT VISIT.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012
DOECOMP24545,Noise Complaint,520,,N,KINGSBURY,ST,221,09/08/2006,JAMES MC HUGH CONSTRUCTION          CALLER ALLEGES CONSTRRUCTION WORK START BEFORE ORDINANCE HOURS 6:30 AM CREATING LOUD NOISE. NO ACTIVITY AT THIS TIME.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012
DOECOMP19003,Noise Complaint,4002,,N,PAULINA,ST,58,01/21/1999,PUBLIC STORAGE                      VERY LOUD BUZZER NOISE WHEN THEY LOWERING DOCK. A DECIEBEL LEVEL TEST WAS PERFORMED BY MYSELF & ANOTHER INSPECTOR RESULT WAS 83DBA.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012
DOECOMP18232,Noise Complaint,356,,W,SUPERIOR,ST,22,06/28/2000,GARY LEE PARTNERS                   CONSTRUCTION WORK IS STARTING AT 7:00 AM CAUSING A LOT OF HAMMERING & DRILLING.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012
2472,NOISE COMPLAINT,1030,,N,CLARK,ST,40438,,LOUD GENERATOR TYPE NOISE ?,"[INSPECTION LOG #: 2427 08-DEC-11 23:00:00] RADIO MAIN DISPATCH REPORTED A LOUD GENERATOR TYPE NOISE FROM 111 W. MAPLE. UPON MY ARRIVAL MY GROUND LEVEL PERIMETER ASSESSMENT DETECTED A LOUD SCREECHING MECHANICAL NOISE (63DBA)WHILE POSITIONED IN THE REAR ALLEY ON THE WEST SIDE OF THE BUILDINGTHAT APPEARED TO BE COMING FROM THE UPPER LEVEL OF THE GARAGE AREA. I INTERVEIEWED 111 W. MAPLE'S MAINTENANCE MAN 'WILL', WHO INFORMED ME THAT THE EQUIPMENT IN QUESTION BELONGS TO 1030 N. CLARK WHICH HOUSES FFC CENTER AND REHABILITATION INSTITUTE OF CHICAGO. I WAS UNABLE TO GAIN ACCESS TO THE FACILITY AT THIS TIME. 





THIS COMPLAINT WAS REFERRED OVER TO A DAY DOE INSPECTOR TO VISIT THE PROPERTY'S MANAGEMENT OFFICE BETWEEN 9 AM - 4 PM TO ADDRESS THE 'NOT NORMAL' CONDITION OF THE EXHAUST EQUIPMENT. I ALSO REFERRED THIS COMPLAINT OVER TO THE CITY'S BUILDING / VENTILATION DEPARTMENT TO ASSIST AND ENSURE COMPLIANCE.





CC: K. JACKSON J. HESSE


.AOLWEBSUITE .AOLPICTURESFULLSIZELINK { HEIGHT: 1PX; WIDTH: 1PX; OVERFLOW: HIDDEN; } .AOLWEBSUITE A {COLOR:BLUE; TEXT-DECORATION: UNDERLINE; CURSOR: POINTER} .AOLWEBSUITE A.HSSIG {CURSOR: DEFAULT}


",HISTORIC DEPT. OF ENVIRONMENT,
DOECOMP33288,Noise Complaint,844,,N,RUSH,ST,57,04/23/1999,RAILROAD RETIREMENT BLDG.           THER ARE BFI TRUCKS OUT AS EARLY AS 6:00 AM AT THE RECEIVING DOCK CAUSING LOTS OF NOISE. MET WITH MANAGER HE AGREED TO THE ORDINANCE HOURS PICKUP.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012
DOECOMP14209,Noise Complaint,3012,,N,BROADWAY,,11,01/04/2000,DOMINICK FOOD'S                     UNLOADING AT 11:35 PM ON MON 1/3/2000 CAUSING VERY LOUD NOISE & TRUCK WAS RUNNING. MANAGER STATED THAT THE EFFORT TO REPAIR/REPOSITION CAUSED NOISE.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012
DOECOMP30191,Noise Complaint,700,,W,RANDOLPH,ST,77,06/20/2003,PUBLIC WAY                          CONSTRUCTION NOISE OVER NIGHT/JACK HAMMERING. PROJECT IS PUBLIC IMPROVEMENT EXEMPTED.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012
1040,NOISE COMPLAINT,4535,,N,LINCOLN,AVE,40438,,NEIGHBOR STATES THAT OPEN WINDOW AND PATIO HAVE VERY LOUD MUSIC NOISE AFTER 10 PM.,"[INSPECTION LOG #: 1053 16-AUG-11 22:20:00] INVESTIGATION FOUND FRONT WINDOWS OPEN AND PATRONS ON THE SOUTH PATIO. NO AUDIBLE MUSIC WAS DETECTED.


I INTERVIEWED AND REVIEWED CITY ORDINANCE 11-4-2800 AND 11-4-2805 WITHFACILITY MANAGER JOHN CONELEY, WHO SAID HE WOULD COMPLY.


",HISTORIC DEPT. OF ENVIRONMENT,
DOECOMP25696,Noise Complaint,55,,E,MONROE,ST,40A,08/29/1997,PUBLIC WAY                          EXCESSIVE NOISE FROM STREET MUSICIANS ON CORNER. STREET MUSICIAN HAD A PERMIT EXPIRES 2/98 CHECKED DIECIBED LEVEL & THE MUSIC WAS AT 82DBA.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012
DOECOMP37799,Noise Complaint,333,,E,ONTARIO,ST,86,08/01/2001,RESIDENTIAL BLDG.                   VERY LOUD DRILLING AND TRUCKS BEEPING @ 2:00 A.M. UNTIL MORNING VERY NOISES.  OBSERVED NO EARLY MORNING CONSTRUCTION. I THEN PROCEEDED TO SPEAK WITH SUPERINTENDENT OF THE SITE & STATED TO HIM THAT THEY ARE TO ABIDE BY THE 8 AM.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012
DOECOMP35784,Noise Complaint,216,222,S,JEFFERSON,ST,81,08/19/2003,PUBLIC WAY                          DISTURBING NOISE FROM MECHANICAL EQUIPMENT. THE NOISE WAS OF VARIABLE PITCH & APPEARED TO BE THAT OF ON HVAC SYSTEM EMANATING FROM THE ROOF TOP OF COMMERCIAL PROPERTY ON JEFFERSON. DOE WAS UNABLE TO DETERMINE IF NOISE SOURCE IN QUESTION IS A VIOLATION.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012
DOECOMP29039,Noise Complaint,640,,W,HUBBARD,ST,11,02/07/1995,GOTHAM CLUB                         SEE 444 N. DES PLAINES ALSO VERY LOUD NOISE AT CLUB.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012
1604,NOISE COMPLAINT,4215,,N,BROADWAY,,10937,,REHAB BLDG JACK HAMMERING BEFORE ORDINANCE HOURS CREATING LOUD NOISE.,"[INSPECTION LOG #: 1620 27-SEP-11 07:00:00] UPON ARRIVAL, NO CONSTRUCTION ACTIVITY WAS OBSERVED. ACCCORDING TO TENANT, CONSTRUCTION WORKERS ARRIVE AT 730 AM TO SET UP EPUIPMENT AND START WORK AT 8AM. I LEFT A PHONE MESSAGE WITH THE BUILDING MANAGEMENT COMPANY REGARDING THE COMPLAINT. NO JACKHAMMERING NOISE OR ACTIVITY WAS DETECTED AT TIMEOF INSPECTION.",HISTORIC DEPT. OF ENVIRONMENT,
DOECOMP29685,Noise Complaint,651,,S,WELLS,ST,11,11/03/1998,CREW (NOT CITY WORKERS) IN THE STREET AT 3:15 AM KEEPING RESIDENTS UP ALL NIGHT. THERE WAS NO WORK TAKING PLACE.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012
